title,author,tag,image_url,external_link
,ClaPat,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b6b85b65b35930216761.jpg,https://www.clapat.com/templates/moz/
,Charles,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b56c039dfb3812483665.jpg,https://architecture.film
,Esimple,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b5b839ae8af914666100.jpg,https://www.esimple.it/
,Surd Studio,DEV,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68918c0faaee7338618089.jpg,https://www.wildyriftian.com/
,Acoca.ben,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68bab2f4a3af9386952317.png,https://www.twicetwice.tv/
,Orizon,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b55d4875c26814915679.jpg,https://borgodellerose.it/
,Malvah,DEV,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/688a2c7d1507b955164810.jpg,https://www.bittercreek.studio/
,Manufactur,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b0a9e7ae02e742555600.jpg,https://foragerproject.com/
,hvdhoef,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b5519c5d769552539613.png,https://art.rabobank.nl/en/
,xianyao-wei,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b40f3f33cf5860811938.jpg,https://www.weisdevice.xyz/
,Soleil Noir,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c012bcc1022392720690.jpg,https://soleilnoir.com/
,McArnolds,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c02c6395c44510002949.jpg,http://www.travel-sensations.com
,Resn,DEV,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/688bf5e53cfc1894599677.png,https://savor.it/
,Vavan Studio,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b040dcb9b7b588361219.jpg,https://www.danieleandmarilia.com/
,gregorylewis,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b05d3f5765b930652324.png,https://www.goodlookingdesign.co.uk/
,Campari Group,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/6889f2d3d95f9887717263.png,https://www.cynar.com/it-it/
,,PROMOTED,,
,Dennis Snellenberg,AH,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/6878a302b9c28800104087.jpg,https://truus.co/
,Wix Studio,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b01e9b2a3c7155317578.png,https://www.dateitorhateit.com/
,Andrejs Korovskis,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68af00808c730893360359.png,https://www.andkorss.com/
,Bjorn Encutescu,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68af09afc6e59167143510.jpg,https://bjornflow.com/
,Flowtrix,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68af2ab22f5ee688533868.png,https://databahn.ai/
,Juice Agency,DEV,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/68876f1598c02513495972.png,https://www.juice.agency
,Matchbox Studio,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b0d87981c11507614629.jpg,https://sss.matchboxstudio.com/
,The Brink Agency,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68aec52f26768779955002.jpg,https://www.solaax.com/
,Ficturo,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/6866a79d55519111178702.jpg,https://www.jakubwencek.pl/
,Checkmate Digitalt Bureau,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68aea3a0d67c2715301329.jpg,https://thelargo.com/
,lailalbuquerque,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68af46200b6d9361724606.jpg,https://lailalbuquerque.com/
,digital of things,SOTD,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/687f5cd4df5b2443917123.png,https://internalities.eu/
,NOTHING,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b8688d10538645384206.jpg,https://www.madebynothing.com/
,Run For The Hills,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68ada586c73d4940060046.jpg,https://runforthehills.com/
,Manmeet Rayat,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68aeb708ef480668236578.jpg,https://axiom-protocol.webflow.io
,Snowhouse Studio,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68ace067c60fe391767352.png,https://www.donedrinks.com/
,Protocolli Creativi,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68ad855188ef4439115042.jpg,https://www.secchiariboots.com/
,SOCIETY STUDIOS®,AH,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68add1bb5dc6b012775075.jpg,https://reydelistmorumco.com/
,Ivor J.,DEV,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/688443b774d62163098050.jpg,https://s-2k.webflow.io/
,Wix Studio,AH,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68aecfa12c597569966239.jpg,https://www.digitalpandorasbox.com/
,GrinningGraphics,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68ac3bc156eb5786233963.jpg,https://grit.pictures/
,mount inc.,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68ac6346a8a2c558660242.jpg,https://wd-inc.jp/
,Alchemy Digital,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a83dbeda1bd015591796.png,https://reach-ats.com/
,fatfish,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/05/681b6e4fb8f7e301159622.jpg,https://espaceaxc.com/
,elio,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68acba4f922fd830205836.png,https://www.studioelio.com/
,Clou,DEV,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/6880db3d942aa539478891.png,https://www.clou.ch/
,NORD ID,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b1b1e2ac868164096327.png,https://group.vattenfall.com/windfarmed
,,PROMOTED,,
,51North,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a832a25dcc1644064356.jpg,https://adnight.nl/
,Sun Hung,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a832e73f017576880608.jpg,https://www.sunhung.net/
,GoodLove,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b84c42c7c62833471864.jpg,https://www.celeresinvestments.com
,Nicolas Giannantonio,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a8682ceb13c714959715.png,https://nicolasgiannantonio.com/
,Patrick Heintzmann,DEV,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/687e2c579f9ed043539319.png,https://www.darkstarfury.com/
,Lax,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a73648b4f4c004867428.png,https://laxspace.co/
,Common Studio LDN,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a8af4cf3d96736789775.jpg,https://nft.refikanadol.com/
,Alchemy Digital,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a7247263ea4752015302.png,https://www.curveballsolutions.com/
,Nua Creativos,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a729f519243960017513.png,https://nuacreativos.com
,Nwekar Sharif,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a7a33b6aff2889065984.png,https://www.algon.iq/
,REJOUICE®,AH,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/688419e0939f1847754167.png,https://terminal-industries.com
,alberto-lambert,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689b7531b0b7a972014668.png,https://www.planhat.com
,Excited,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a5cf8507c53943616032.png,https://www.societies.io/
,Visual Identity,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b57c99aecfd121171061.jpg,https://ameen-abdullah.dev
,DACTYLO,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a62209d3d23973736619.jpeg,https://sante-nordique.com
,Griflan,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a635dac2d98670004056.jpg,https://everest-systems.com/
,Locomotive,DEV,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/68769934f24bc901478833.jpg,https://thedrake.ca
,Granyon,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a5856fb81ad353178711.png,https://microbexplorer.com/
,coi,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a48d9b8237f880847783.jpg,https://www.mwhwear.com/
,Rauno Freiberg,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a4477ddb927972382875.png,https://rauno.me
,Laborator,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a58aa342c84375328054.jpg,https://sites.kaliumtheme.com/elementor/furniture
,Studio 9P,AH,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/6877b57d948ab140539856.jpg,https://mola-zone.com/
,Ocitocine,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a6fa8d065ca207489553.jpg,https://imagerie-films.fr/
,TVINENKO,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68acf1a001176035296882.png,https://t-ko.space/
,Websmith,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a3fb6e9747f054855998.png,https://tunbridgegallery.com.au
,Amir Arhami,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a360b51747c921359823.png,https://wyrvox.site
,Cosmos Studio,DEV,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/687dfca475bdc593770376.png,https://www.mirfundmerch.com
,WA-STUDIO,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a6c9aa9dfab797939502.jpg,https://year-of-love.exploresyndrome.com/
,Shimura Tetsuro,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a2c3a990474234243671.png,https://autumnmeteorite.jp/en
,Pixeto,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a2eddcb8d07435807694.png,https://klearmindclinics.com/
,Psychoactive Studios,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a302829512b233232472.png,https://things.inc/
,Flexxi,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689a46bf6920a402826577.png,https://www.flexxi.design/
,Fredge,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a3415a8a2a3919127002.png,https://www.co-al.xyz/
,Form&Fun Studio,AH,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/687688b40eda4544983532.jpg,https://www.formandfun.co
,Roman Burachevsky,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a5ba96c0f24605343950.jpg,https://www.room.studio/
,,PROMOTED,,
,katefm,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a1181719a69656043250.png,https://thei.care
,jovani-reyes,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a25fa5c1fac952755400.png,https://www.jreyes-mc-portfolio.com/
,ED.,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b0ef99882cc563316372.jpg,https://itprenewables.com/
,R&M,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689f75fc6cb1f246036661.png,http://r-and-m.co/
,Martin Briceno,DEV,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/68758a7091297218724774.jpg,http://martinbriceno.xyz
,Kazuma Takeda,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a17636ae3d0694978353.png,https://kazuma-takeda.com/
,elinakustlyvy,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a008725ff6d364039603.png,https://www.elinakustlyvy.com
,Alejandro Mejias,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a942901ce01718641895.jpg,https://maggie-app.com/
,Cult Holdings Co.,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689e3ed5e2d96536074867.png,https://cultholdings.co/
,Nathan,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689df0d635d17701459493.jpg,https://www.possiblefinance.com/
,The First The Last,DEV,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/68714ff388669571466430.png,https://pictoric.com.ua/
,Academy,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a83be42657d036346998.jpg,https://b150.ai
,Edoardo Lunardi,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689c7ba56a803461178933.png,https://www.restaurantecain.es/
,Liquidink Design,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689df6dfb7e49890149299.png,https://www.zenda.com/
,Mike Kus,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a77dc80e51d888922064.jpg,https://mikekus.com
,Enric S Neelamkavil,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a97179b9981380261042.png,https://enric.design/
,Double Play,DEV,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/6878ecb65f6e4506636696.jpg,https://www.doubleplay.studio/
,Okey Studio,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689b88325c4bf174247329.jpg,https://www.karocrafts.com/
,OXYZ3,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a6ca616179e575742488.png,https://www.oxyz3.xyz
,Toqir Chatha,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689ba54e5b61d189139448.png,https://www.vinelayer0.com/
,Lawted,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/6899d915b50ab103076371.png,https://lawted.tech/
,Tymofii Bak,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689c61f22aa5f873796412.png,https://astralab.framer.website/
,Konpo,DEV,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/688743ad2af1e539792283.png,https://compsych.konpo.co/
,ADELT Agency,AH,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689c5467ec197463351917.png,https://makedesign.tech
,Christopher Simon,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a1c56e99ace516325535.jpg,https://sub-bio-studios.com.au/
,Powster,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689b574aafbec473080961.png,https://www.welcometoberk.com
,DashDigital,SOTD,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/686ce64bb47d1646420537.png,https://lo2s.com/
,Rotate°,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689b483758b70823340812.jpg,https://olivercabell.com/
,Chronicle,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/6899978352ec0416610865.png,https://chroniclehq.com/
,Antrfx,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68990fb6383ce023375912.png,https://antrfx.fr/
,Spiderworkstechnologies,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689affdea0604473351485.jpg,https://dcd.org.ae/en
,,PROMOTED,,
,71three,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689945e458822115990239.jpg,https://mrreward.com/
,karim-saab,SOTD,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/05/68303a7c83191832878793.png,https://www.casa-lunara.com/
,Lydia Amaruch,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689a33d15bf37628744203.png,https://lydiaamaruch.com/
,November Five,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a58883c2955366588481.png,https://www.lepainquotidien.com/be/en
,Junction,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/6898e6b856c45676598497.jpg,https://house-of.sophias-leeuwarden.nl/
,mark-kemp,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/6895e4ad34979831771709.jpg,https://fidesoak.com/
,Kins,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a8380ab134e086409702.png,http://bykins.com
,Ning Huang,DEV,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/06/6856332b9686a140919301.jpg,https://ning-h.com/
,KWP,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68958fb544b36495891586.jpg,https://kwpandpartners.au/
,Chipsa,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/6894b8e9ccbc2565255027.jpg,https://promeat.chipsa.design/
,velvele,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68947a9115ec0276509045.png,https://velvele.studio
,ROCANI,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689b5bd17f797912841701.png,https://katana.network
,colibrity-agency,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689468f1610ad622584320.jpg,https://exost.fr
,Legend,DEV,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/686c4b1bc65a2922708561.jpg,https://clayboan.com
,Mike van der Sanden,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/6892fbf56ce34582058793.png,https://mikevandersanden.com/
,Zypsy,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68936264ae1f1124927115.jpg,https://www.exein.io/
,Carlos Geronimo,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/6893c0e8e4493442052168.png,https://wearesmall.es/en
,Baunfire,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68923cced40e6787373251.png,https://nomadgroup.io/
,Jords+Co Studio,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68922070b138a583996721.png,https://www.jords.co.uk/
,Federico,DEV,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/6876499df2a4c013367964.jpg,https://smooothy.federic.ooo/
,Orizon,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/6890cdc5f2711963151727.jpg,https://skylinebarvenice.it/
,Sandikala Studio,HM,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/6891b4d043b96431775110.png,https://www.jiacurated.com/
,Dous Studio,SOTD,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/68667f412da31917052357.jpg,https://redwoodteam.tv/
